127.0.0.1 - - [21/Mar/2018:13:59:12 -0300] "GET / HTTP/1.1" 404 951
82.223.216.227 - - [21/Mar/2018:14:11:41 -0300] "GET /PCRS/apps/bdl/img/espera.gif HTTP/1.1" 404 1007
82.223.216.227 - - [21/Mar/2018:14:11:42 -0300] "GET /PCRS/apps/bdl/img/espera.gif HTTP/1.1" 404 1007
82.223.216.227 - - [21/Mar/2018:14:11:42 -0300] "GET /PCRS/static/crs/images/VTV.png HTTP/1.1" 404 1011
82.223.216.227 - - [21/Mar/2018:14:11:42 -0300] "GET /PCRS/apps/bdl/img/espera.gif HTTP/1.1" 404 1007
82.223.216.227 - - [21/Mar/2018:14:11:42 -0300] "GET /PCRS/apps/bdl/img/espera.gif HTTP/1.1" 404 1007
82.223.216.227 - - [21/Mar/2018:14:11:42 -0300] "GET /PCRS/apps/bdl/img/espera.gif HTTP/1.1" 404 1007
82.223.216.227 - - [21/Mar/2018:14:11:42 -0300] "GET /PCRS/apps/bdl/img/espera.gif HTTP/1.1" 404 1007
82.223.216.227 - - [21/Mar/2018:14:11:43 -0300] "GET /PCRS/apps/bdl/img/espera.gif HTTP/1.1" 404 1007
82.223.216.227 - - [21/Mar/2018:14:11:43 -0300] "GET /PCRS/apps/bdl/disponibilidad.html?option=com_hotelguide&view=procesoReserva&destinos=Madrid%20(spain)&destinosid=BMAD&hotel=&hotelid=&ini=22/03/2018&noches=1&fin=23/03/2018&hab=1&adul=2&nin=0&adul1=2&bebes1=0&nin1=0&nin_edad_1_1=0&nin_edad_1_2=0&nin_edad_1_3=0&nin_edad_1_4=0&adul2=2&bebes2=0&nin2=0&nin_edad_2_1=0&nin_edad_2_2=0&nin_edad_2_3=0&nin_edad_2_4=0&adul3=2&bebes3=0&nin3=0&nin_edad_3_1=0&nin_edad_3_2=0&nin_edad_3_3=0&nin_edad_3_4=0&adul4=2&bebes4=0&nin4=0&nin_edad_4_1=0&nin_edad_4_2=0&nin_edad_4_3=0&nin_edad_4_4=0&abZonaHidden=&abEstrellasHidden=&abEscalaHidden=&abRegimenHidden=&abTipoAlojamientoHidden=&abTipoHotelHidden=&abServiciosHidden=&researchSessionId=&Itemid=&&request_locale=en HTTP/1.1" 200 2332970
82.223.216.227 - - [21/Mar/2018:14:11:43 -0300] "GET /PCRS/apps/bdl/img/espera.gif HTTP/1.1" 404 1007
82.223.216.227 - - [21/Mar/2018:14:11:43 -0300] "GET /PCRS/static/main/css/jquery-ui-1.8.23/css/ui-lightness/images/ui-bg_glass_100_f6f6f6_1x400.png HTTP/1.1" 200 104
82.223.216.227 - - [21/Mar/2018:14:11:43 -0300] "GET /PCRS/static/main/css/jquery-ui-1.8.23/css/ui-lightness/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 90
82.223.216.227 - - [21/Mar/2018:14:11:43 -0300] "GET /PCRS/static/main/css/jquery-ui-1.8.23/css/ui-lightness/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 3762
82.223.216.227 - - [21/Mar/2018:14:11:43 -0300] "GET /favicon.ico HTTP/1.1" 404 973
82.223.216.227 - - [21/Mar/2018:14:11:43 -0300] "GET /PCRS/static/crs/customForms/images/checkbox.gif HTTP/1.1" 200 1371
82.223.216.227 - - [21/Mar/2018:14:11:43 -0300] "GET /PCRS/static/crs/customForms/images/radio.gif HTTP/1.1" 200 1371
82.223.216.227 - - [21/Mar/2018:14:11:43 -0300] "GET /favicon.ico HTTP/1.1" 404 973
82.223.216.227 - - [21/Mar/2018:14:14:49 -0300] "POST /PCRS/apps/bdl/datosPasajeros.html;jsessionid=9724F9062DC8BCF863095006DBF3AFB1 HTTP/1.1" 200 46454
82.223.216.227 - - [21/Mar/2018:14:14:49 -0300] "GET /images/banners/balearia.png HTTP/1.1" 404 1005
82.223.216.227 - - [21/Mar/2018:14:14:49 -0300] "GET /images/banners/alquilerdecoches.png HTTP/1.1" 404 1021
82.223.216.227 - - [21/Mar/2018:14:14:49 -0300] "GET /PCRS/static/crs/images/joomla/arrowRight.JPG HTTP/1.1" 200 961
82.223.216.227 - - [21/Mar/2018:14:14:49 -0300] "GET /PCRS/static/crs/images/wait3.gif HTTP/1.1" 200 58913
82.223.216.227 - - [21/Mar/2018:14:14:49 -0300] "GET /PCRS/static/crs/css/img/GifSelectNaranja.gif HTTP/1.1" 200 118
82.223.216.227 - - [21/Mar/2018:14:14:49 -0300] "GET /PCRS/static/crs/images/joomla/newsletter.JPG HTTP/1.1" 200 2649
82.223.216.227 - - [21/Mar/2018:14:14:49 -0300] "GET /PCRS/static/crs/images/joomla/banners.JPG HTTP/1.1" 200 1744
82.223.216.227 - - [21/Mar/2018:14:14:55 -0300] "POST /PCRS/apps/bdl/preReserva.html HTTP/1.1" 404 1127
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "POST /PCRS/apps/bdl/datosPasajeros.html;jsessionid=9724F9062DC8BCF863095006DBF3AFB1 HTTP/1.1" 200 46454
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/main/css/jquery-ui-1.8.23/css/ui-lightness/jquery-ui-1.8.23.custom.css HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/customForms/css/form.css HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/css/crs.css HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/main/js/jquery-1.8.1.js HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/customForms/js/custom-form-elements.js HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/main/js/jquery.center.js HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/main/js/jquery-ui-1.8.23/development-bundle/ui/jquery.ui.core.js HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/main/js/jquery-ui-1.8.23/development-bundle/ui/jquery.ui.widget.js HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/main/js/jquery-ui-1.8.23/development-bundle/ui/jquery.ui.mouse.js HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/main/js/jquery-ui-1.8.23/development-bundle/ui/jquery.ui.slider.js HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/main/js/jquery-ui-1.8.23/development-bundle/ui/jquery.ui.datepicker.js HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/main/js/jquery.validate.js HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/main/js/jquery.ba-hashchange.js HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /images/banners/balearia.png HTTP/1.1" 404 1005
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /images/banners/alquilerdecoches.png HTTP/1.1" 404 1021
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/images/joomla/arrowRight.JPG HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /images/banners/balearia.png HTTP/1.1" 404 1005
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /images/banners/alquilerdecoches.png HTTP/1.1" 404 1021
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/images/wait3.gif HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/images/joomla/reservasTelefinicas.JPG HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/images/joomla/newsletter.JPG HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/images/joomla/banners.JPG HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/images/joomla/blueArrowLeft.png HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/images/joomla/navPixel.JPG HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/css/img/GifSelectNaranja.gif HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/images/joomla/boton86_22.JPG HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/customForms/images/checkbox.gif HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:12 -0300] "GET /PCRS/static/crs/customForms/images/radio.gif HTTP/1.1" 304 -
82.223.216.227 - - [21/Mar/2018:14:15:18 -0300] "POST /PCRS/apps/bdl/preReserva.html HTTP/1.1" 404 1127
82.223.216.227 - - [21/Mar/2018:14:15:46 -0300] "GET /PCRS/static/crs/images/VTV.png HTTP/1.1" 404 1011
82.223.216.227 - - [21/Mar/2018:14:15:46 -0300] "GET /PCRS/apps/bdl/img/espera.gif HTTP/1.1" 404 1007
82.223.216.227 - - [21/Mar/2018:14:15:46 -0300] "GET /PCRS/static/crs/images/VTV.png HTTP/1.1" 404 1011
82.223.216.227 - - [21/Mar/2018:14:15:46 -0300] "GET /PCRS/apps/bdl/img/espera.gif HTTP/1.1" 404 1007
82.223.216.227 - - [21/Mar/2018:14:15:46 -0300] "GET /PCRS/static/crs/images/joomla/bottomAjustaReserva.JPG HTTP/1.1" 404 1057
82.223.216.227 - - [21/Mar/2018:14:15:56 -0300] "POST /PCRS/apps/bdl/datosPasajeros.html;jsessionid=9724F9062DC8BCF863095006DBF3AFB1 HTTP/1.1" 200 206480
82.223.216.227 - - [21/Mar/2018:14:15:56 -0300] "GET /images/banners/balearia.png HTTP/1.1" 404 1005
82.223.216.227 - - [21/Mar/2018:14:15:56 -0300] "GET /images/banners/alquilerdecoches.png HTTP/1.1" 404 1021
82.223.216.227 - - [21/Mar/2018:14:15:57 -0300] "GET /images/banners/balearia.png HTTP/1.1" 404 1005
82.223.216.227 - - [21/Mar/2018:14:15:57 -0300] "GET /images/banners/alquilerdecoches.png HTTP/1.1" 404 1021
82.223.216.227 - - [21/Mar/2018:14:16:08 -0300] "POST /PCRS/apps/bdl/preReserva.html HTTP/1.1" 200 3741
82.223.216.227 - - [21/Mar/2018:14:17:07 -0300] "POST /PCRS/apps/bdl/preReserva.html HTTP/1.1" 200 4782
82.223.216.227 - - [21/Mar/2018:14:18:25 -0300] "POST /PCRS/apps/bdl/pago.html HTTP/1.1" 200 1590
